"","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Cabin1","Cabin2","Cabin3","PassengerId","Transported","Name"
"9544","Earth","False","TRAPPIST-1e",42,"False",101,137,574,0,183,"E",131,"S","1756_01",NA,NA
"9545","Mars","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"F",335,"S","1759_01",NA,"Ches"
"9546","Earth","True","TRAPPIST-1e",38,"False",0,0,0,0,0,"G",290,"P","1765_01",NA,"Bookson"
"9547","Earth","False","55 Cancri e",36,"False",2,0,65.0405952056874,606,140,"F",340,"S","1773_01",NA,"Paynard"
"9548","Europa","False","55 Cancri e",28,"False",0,75,0,4764,11,"B",56,"P","1777_01",NA,"Vertfull"
"9549","Europa","True","TRAPPIST-1e",62,"False",0,0,0,0,0,"B",56,"P","1777_02",NA,"Vertfull"
"9550","Earth","False","TRAPPIST-1e",22,"False",9,8,796,5,181,"F",350,"P","1780_01",NA,"Cames"
"9551","Earth","False","TRAPPIST-1e",18,"False",234,0,298,317,0,"G",292,"P","1784_01",NA,"Pecketton"
"9552","Earth","False","TRAPPIST-1e",12,"False",0,0,0,0,0,"G",293,"P","1787_01",NA,"Strongers"
"9553","Earth","False","TRAPPIST-1e",32,"False",0,71,447.320316076734,338,0,"F",343,"S","1788_01",NA,"Kenzierry"
"9554","Earth","False","TRAPPIST-1e",11,"False",0,0,0,0,0,"G",282,"S","1789_01",NA,"Whitersone"
"9555","Earth","True","TRAPPIST-1e",47,"False",0,0,0,0,0,"G",294,"P","1790_01",NA,"Hamberterry"
"9556","Earth","True","TRAPPIST-1e",48,"False",0,0,0,0,0,"G",294,"P","1790_02",NA,"Hamberterry"
"9557","Mars","True","55 Cancri e",38,"False",0,0,-3.31766614181106e-12,0,0,"F",351,"P","1791_01",NA,"Spien"
"9558","Mars","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"F",351,"P","1791_02",NA,"Spien"
"9559","Mars","False","TRAPPIST-1e",22,"False",379,87,453,22,1141,"E",136,"S","1793_01",NA,"Bukko"
"9560","Mars","False","TRAPPIST-1e",21,"False",1282,0,6061,5,0,"F",344,"S","1793_02",NA,"Bukko"
"9561","Earth","False","55 Cancri e",37,"False",0,2,0,610,0,"F",353,"P","1794_01",NA,"Fultz"
"9562","Earth","False","55 Cancri e",28,"False",1402,220,0,0,0,"E",108,"P","1795_01",NA,"Klindsey"
"9563","Earth","False","TRAPPIST-1e",15,"False",18,1980,0,218,0,"F",345,"S","1801_01",NA,"Valezaley"
"9564","Earth","False","TRAPPIST-1e",57,"False",643,0,0,17,289,"F",345,"S","1801_02",NA,"Valezaley"
"9565","Earth","True","TRAPPIST-1e",22,"False",0,0,0,0,0,"G",296,"P","1809_01",NA,"Gallandez"
"9566","Earth","False","55 Cancri e",22,"False",515,0,0,93,6,"G",286,"S","1814_01",NA,"Harrenoldez"
"9567","Earth","True","PSO J318.5-22",29,"False",0,-2.53959342444432e-11,0,0,0,"G",286,"S","1814_02",NA,"Harrenoldez"
"9568","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",286,"S","1814_03",NA,"Harrenoldez"
"9569","Mars","True","TRAPPIST-1e",44,"False",0,0,0,0,0,"F",348,"S","1815_01",NA,"Ecre"
"9570","Earth","False","TRAPPIST-1e",22,"False",623,24,0,120,1662,"F",359,"P","1819_01",NA,"Rames"
"9571","Mars","True","TRAPPIST-1e",25,"False",0,0,0,0,0,"E",110,"P","1820_01",NA,"Gele"
"9572","Earth","False","TRAPPIST-1e",64,"False",0,467,0,351,0,"G",300,"P","1824_01",NA,"Crosarios"
"9573","Earth","False","TRAPPIST-1e",21,"False",33,319,297,0,0,"F",360,"P","1825_01",NA,"Powenoble"
"9574","Earth","False","TRAPPIST-1e",35,"False",246,207,338,0,0,"E",111,"P","1825_02",NA,"Powenoble"
"9575","Earth","True","PSO J318.5-22",15,"False",0,0,0,0,0,"G",287,"S","1830_01",NA,"Fielson"
"9576","Earth","False","TRAPPIST-1e",48,"False",0,0,0,1384,656,"F",353,"S","1832_01",NA,"Mccarveymon"
"9577","Europa","True","TRAPPIST-1e",22,"False",0,0,0,0,0,"B",76,"S","1835_01",NA,"Cassiding"
"9578","Europa","True","TRAPPIST-1e",42,"False",0,0,0,0,0,"B",76,"S","1835_02",NA,"Cassiding"
"9579","Europa","True","55 Cancri e",13,"False",0,0,0,0,0,"B",77,"S","1837_01",NA,"Whealeed"
"9580","Mars","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"F",363,"P","1838_01",NA,"Erte"
"9581","Mars","False","TRAPPIST-1e",27,"False",1182,0,42,0,0,"F",364,"P","1839_01",NA,"Purt"
"9582","Earth","True","55 Cancri e",21,"False",0,0,0,0,0,"G",301,"P","1840_01",NA,"Quinnerry"
"9583","Mars","False","TRAPPIST-1e",22,"False",603,0,200,0,0,"D",57,"P","1842_01",NA,"Stche"
"9584","Europa","False","TRAPPIST-1e",33,"False",0,11,689,355,6083,"C",69,"S","1845_01",NA,"Goortedant"
"9585","Europa","False","55 Cancri e",25,"False",582,1080,0,14,5550,"B",78,"S","1851_01",NA,"Healted"
"9586","Europa","True","TRAPPIST-1e",37,"False",0,0,0,0,0,"B",78,"S","1851_02",NA,"Healted"
"9587","Europa","True","55 Cancri e",36,"False",0,0,0,0,0,"B",79,"S","1852_01",NA,"Semootor"
"9588","Europa","False","55 Cancri e",47,"False",0,1696,0,2343.01120833878,1,"B",79,"S","1852_02",NA,"Semootor"
"9589","Europa","True","TRAPPIST-1e",34,"False",0,0,0,0,0,"B",79,"S","1852_03",NA,"Semootor"
"9590","Europa","True","55 Cancri e",29,"False",0,0,0,0,0,"B",79,"S","1852_04",NA,"Semootor"
"9591","Europa","False","55 Cancri e",39,"False",0,4205,0,167,0,"C",62,"P","1858_01",NA,"Coniple"
"9592","Earth","False","55 Cancri e",27,"False",1156,0,0,0,136,"F",369,"P","1862_01",NA,"Bardsey"
"9593","Earth","False","55 Cancri e",35,"False",557,0,0,393,0,"G",304,"P","1862_02",NA,"Bardsey"
"9594","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",304,"P","1862_03",NA,"Houseson"
"9595","Europa","True","55 Cancri e",33,"False",0,0,0,0,0,"C",63,"P","1867_01",NA,"Unings"
"9596","Mars","False","TRAPPIST-1e",24,"False",1286,2,1,0,0,"F",373,"P","1869_01",NA,"Curt"
"9597","Mars","False","TRAPPIST-1e",19,"False",908,0,845,0,0,"F",359,"S","1870_01",NA,"Reste"
"9598","Mars","False","TRAPPIST-1e",33,"False",128,0,574,0,260,"D",65,"S","1875_01",NA,"Soun"
"9599","Earth","False","TRAPPIST-1e",19,"False",0,0,262,29,448,"F",360,"S","1876_01",NA,"Buckson"
"9600","Mars","True","TRAPPIST-1e",16,"False",0,0,0,0,0,"E",114,"P","1883_01",NA,"Flell"
"9601","Earth","False","TRAPPIST-1e",47,"False",0,364.28443068507,376,3,7,"G",294,"S","1885_01",NA,"Starkers"
"9602","Mars","True","TRAPPIST-1e",40,"False",0,0,0,0,0,"F",362,"S","1893_01",NA,"Empie"
"9603","Mars","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"F",379,"P","1894_01",NA,"Steen"
"9604","Mars","False","TRAPPIST-1e",27,"False",39,0,378,240,652,"F",363,"S","1895_01",NA,"Wate"
"9605","Europa","False","TRAPPIST-1e",31,"False",0,891,0,3748,12,"E",143,"S","1896_01",NA,NA
"9606","Earth","False","TRAPPIST-1e",24,"False",0,106,1126,0,60,"F",380,"P","1900_01",NA,NA
"9607","Europa","False","55 Cancri e",31,"False",19,607,0,1594.36652996398,2756,"A",15,"P","1904_01",NA,"Scerodbox"
"9608","Europa","True","PSO J318.5-22",41,"False",0,0,0,0,0,"C",64,"P","1909_01",NA,"Prighty"
"9609","Europa","True","TRAPPIST-1e",16,"False",0,0,0,0,0,"C",64,"P","1909_02",NA,"Prighty"
"9610","Europa","False","TRAPPIST-1e",27,"False",0,2588,0,22,2149,"C",64,"P","1909_03",NA,"Prighty"
"9611","Mars","False","TRAPPIST-1e",11,"False",0,0,0,0,0,"F",365,"S","1910_01",NA,"Cort"
"9612","Mars","False","55 Cancri e",28,"False",3529,0,65,3,59,"F",365,"S","1910_02",NA,"Cort"
"9613","Mars","False","TRAPPIST-1e",51,"False",311,0,338,741,0,"F",365,"S","1910_03",NA,"Cort"
"9614","Mars","False","TRAPPIST-1e",1,"False",0,0,0,3.38286309523783,0,"F",365,"S","1910_04",NA,"Cort"
"9615","Earth","False","TRAPPIST-1e",56,"False",0,35,4661,1641,0,"G",310,"P","1912_01",NA,"Beckeetter"
"9616","Mars","False","TRAPPIST-1e",28.4978986268982,"False",261,0,2338,0,0,"F",381,"P","1913_01",NA,"Bra"
"9617","Mars","True","TRAPPIST-1e",57,"False",0,0,0,0,0,"F",381,"P","1913_02",NA,"Ane"
"9618","Mars","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"F",381,"P","1913_03",NA,"Ane"
"9619","Earth","True","PSO J318.5-22",32,"False",0,0,0,0.0623850085105028,0,"G",301,"S","1914_01",NA,"Kimpson"
"9620","Earth","False","PSO J318.5-22",28,"False",0,547,0,10,0,"F",366,"S","1917_01",NA,"Craftstens"
"9621","Earth","False","TRAPPIST-1e",12,"False",0,0,0,0,0,"G",302,"S","1919_01",NA,"Corman"
"9622","Mars","False","PSO J318.5-22",35,"False",809,0,830,0,0,"F",382,"P","1921_01",NA,"Erry"
"9623","Mars","False","TRAPPIST-1e",33,"True",1651,0,14,245,0,"F",382,"P","1921_02",NA,"Erry"
"9624","Earth","True","PSO J318.5-22",14,"False",0,0,0,0,0,"G",311,"P","1924_01",NA,"Greeves"
"9625","Earth","False","TRAPPIST-1e",26,"False",407,191,53,0,133,"G",306,"S","1929_01",NA,"Mcfaddoxter"
"9626","Earth","False","55 Cancri e",25,"False",599,0,1,0,0,"F",383,"P","1930_01",NA,"Acobsond"
"9627","Earth","False","TRAPPIST-1e",27,"False",0,0,0,145,1961,"F",367,"S","1932_01",NA,"Puckley"
"9628","Earth","False","TRAPPIST-1e",23,"False",2,32.6948462423409,689,827,0,"F",384,"P","1934_01",NA,"Stenson"
"9629","Mars","False","TRAPPIST-1e",45,"False",1285,4,7,1,0,"E",119,"P","1936_01",NA,"Icake"
"9630","Earth","False","55 Cancri e",50,"False",21,1,0,185,530,"F",371,"S","1943_01",NA,"Boyersons"
"9631","Earth","False","TRAPPIST-1e",24,"False",0,0,666,221,1,"G",308,"S","1944_01",NA,"Whiters"
"9632","Europa","False","TRAPPIST-1e",54,"False",0,225,129,1037.08684424809,12226,"B",80,"S","1948_01",NA,"Waring"
"9633","Europa","True","55 Cancri e",19,"False",0,0,0,0,0,"B",80,"S","1948_02",NA,"Waring"
"9634","Earth","False","TRAPPIST-1e",19,"False",0,0,317,632,0,"F",373,"S","1949_01",NA,"Smalls"
"9635","Europa","True","55 Cancri e",28,"False",0,0,0,0,0,"D",67,"S","1951_01",NA,"Extraly"
"9636","Europa","False","55 Cancri e",28,"False",1,1656,140,4160,430,"D",67,"S","1951_02",NA,"Extraly"
"9637","Mars","False","55 Cancri e",39,"False",27,0,81,974,0,"F",388,"P","1954_01",NA,"Porki"
"9638","Earth","False","TRAPPIST-1e",20,"False",9,52,1,638,105,"F",389,"P","1955_01",NA,"Perkinson"
"9639","Earth","False","TRAPPIST-1e",30,"False",1624,0,0,600,105,"G",314,"P","1958_01",NA,"Brensonsen"
"9640","Earth","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"G",317,"P","1965_01",NA,"Ramoran"
"9641","Europa","False","55 Cancri e",36,"False",0,1427,0,1311,84,"B",81,"S","1966_01",NA,"Folhal"
"9642","Earth","False","TRAPPIST-1e",33,"False",1844,213,131,439,0,"F",392,"P","1970_01",NA,"Parsoney"
"9643","Mars","False","TRAPPIST-1e",30,"False",143,0,906,0,0,"E",123,"P","1972_01",NA,"Hac"
"9644","Earth","False","TRAPPIST-1e",25,"False",102,0,257,1260,0,"E",145,"S","1982_01",NA,"Jacostaney"
"9645","Mars","True","TRAPPIST-1e",45,"False",0,0,0,0,0,"F",377,"S","1986_01",NA,"Monie"
"9646","Earth","False","TRAPPIST-1e",23,"False",0,901,7,0,0,"G",313,"S","1987_01",NA,"Bardinard"
"9647","Earth","True","55 Cancri e",51,"False",0,0,0,0,0,"G",322,"P","1989_01",NA,"Mullon"
"9648","Mars","True","TRAPPIST-1e",31,"False",0,0,0,0,0,"F",395,"P","1990_01",NA,"Blake"
"9649","Mars","True","55 Cancri e",55,"False",0,0,0,0,0,"F",395,"P","1990_02",NA,"Blake"
"9650","Earth","False","PSO J318.5-22",24,"False",85,225,11,53,835,"F",382,"S","1998_01",NA,"Hendrewsons"
"9651","Mars","True","TRAPPIST-1e",57,"False",0,0,0,0,0,"F",384,"S","2002_01",NA,"Creke"
"9652","Mars","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"E",147,"S","2004_01",NA,"Pashe"
"9653","Earth","False","TRAPPIST-1e",44,"False",40,117,0,214,387,"F",385,"S","2005_01",NA,"Ericksonga"
"9654","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",316,"S","2005_02",NA,"Ericksonga"
"9655","Earth","False","TRAPPIST-1e",15,"False",262,0,0,391,151,"F",397,"P","2008_01",NA,"Petton"
"9656","Europa","True","TRAPPIST-1e",49,"False",0,0,0,0,0,"E",148,"S","2014_01",NA,"Switmorary"
"9657","Mars","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"F",388,"S","2016_01",NA,"Barte"
"9658","Mars","False","TRAPPIST-1e",47,"False",878,824,1,389,0,"F",388,"S","2016_02",NA,"Barte"
"9659","Mars","False","TRAPPIST-1e",26,"False",0,0,0,0,0,"E",149,"S","2017_01",NA,"Creke"
"9660","Mars","False","TRAPPIST-1e",32.8256997833348,"False",664,126,40,11,1068,"F",389,"S","2017_02",NA,"Creke"
"9661","Earth","True","TRAPPIST-1e",4,"False",0,0,0,0,0,"G",319,"S","2018_01",NA,"Franey"
"9662","Europa","False","TRAPPIST-1e",30,"False",0,2052,4,465,117,"C",77,"S","2020_01",NA,"Swinvul"
"9663","Earth","True","TRAPPIST-1e",23,"False",0,0,0,0,0,"G",320,"S","2021_01",NA,"Flynnis"
"9664","Earth","False","TRAPPIST-1e",23,"False",0,0,634,0,87,"G",321,"S","2023_01",NA,"Stantiagord"
"9665","Earth","True","TRAPPIST-1e",4,"False",0,0,0,0,0,"G",321,"S","2023_02",NA,"Stantiagord"
"9666","Earth","True","TRAPPIST-1e",3,"False",0,0,0,0,0,"G",321,"S","2023_03",NA,"Stantiagord"
"9667","Europa","False","55 Cancri e",42,"True",0,305,0,327,7046,"B",84,"S","2025_01",NA,"Stiviorad"
"9668","Earth","False","TRAPPIST-1e",22,"False",286,1217,0,0,10,"F",401,"P","2030_01",NA,"Trerady"
"9669","Earth","False","TRAPPIST-1e",21,"False",208,78,0,0,424,"G",325,"P","2031_01",NA,"Huntt"
"9670","Earth","False","55 Cancri e",28,"False",637,11,1,0,52,"F",392,"S","2033_01",NA,"Mcneiley"
"9671","Mars","False","TRAPPIST-1e",35,"False",904,688,112,994,0,"D",64,"P","2035_01",NA,NA
"9672","Mars","True","TRAPPIST-1e",20,"False",0,0,0,0,0,"F",403,"P","2035_02",NA,"Backe"
"9673","Earth","True","PSO J318.5-22",22,"False",0,0,0,0,0,"G",326,"P","2036_01",NA,"Jacostanley"
"9674","Earth","False","TRAPPIST-1e",30,"False",0,104.747704501824,724,0,0,"G",326,"P","2036_02",NA,"Barkeretton"
"9675","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",326,"P","2036_03",NA,"Jacostanley"
"9676","Europa","True","TRAPPIST-1e",22,"False",0,0,0,0,0,"B",61,"P","2037_01",NA,"Laturive"
"9677","Europa","False","TRAPPIST-1e",15,"False",0,411,0,1757,4411,"B",61,"P","2037_02",NA,"Laturive"
"9678","Mars","False","TRAPPIST-1e",4,"False",0,0,0,0,0,"F",405,"P","2039_01",NA,"Jaff"
"9679","Mars","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"F",405,"P","2039_02",NA,"Jaff"
"9680","Mars","True","TRAPPIST-1e",29,"False",0,0,0,0,0,"F",405,"P","2039_03",NA,"Balle"
"9681","Earth","True","TRAPPIST-1e",17,"False",0,0,0,0,0,"G",325,"S","2047_01",NA,"Jenkinnedy"
"9682","Earth","False","55 Cancri e",21,"False",0,722,0,0,0,"F",406,"P","2048_01",NA,"Morrencis"
"9683","Earth","True","PSO J318.5-22",20,"False",0,0,0,0,0,"G",326,"S","2049_01",NA,"Edwartizman"
"9684","Earth","False","TRAPPIST-1e",24,"False",130,5,0,283,302,"G",329,"P","2050_01",NA,"Peter"
"9685","Earth","True","PSO J318.5-22",6,"False",0,-2.3370034796244e-11,0,0,0,"G",332,"P","2057_01",NA,"Carley"
"9686","Earth","False","PSO J318.5-22",9,"False",0,0,0,0,0,"G",332,"P","2057_02",NA,"Lewinton"
"9687","Earth","False","TRAPPIST-1e",21,"False",308,367,1,0,108,"G",332,"P","2057_03",NA,"Gordanieves"
"9688","Earth","True","TRAPPIST-1e",46,"False",0,0,0,0,0,"G",332,"P","2057_04",NA,"Lewinton"
"9689","Earth","False","TRAPPIST-1e",20,"False",0,0,715,7,1,"F",408,"P","2057_05",NA,"Lewinton"
"9690","Mars","False","55 Cancri e",27,"False",1226,194,92,18,0,"F",397,"S","2058_01",NA,"Gelte"
"9691","Mars","True","TRAPPIST-1e",23,"False",0,0,0,0,0,"F",409,"P","2064_01",NA,"Terry"
"9692","Europa","True","TRAPPIST-1e",28,"False",0,0,0,0,0,"C",71,"P","2068_01",NA,"Ingent"
"9693","Europa","False","55 Cancri e",53,"False",0,4829,0,7,350,"C",71,"P","2068_02",NA,"Ingent"
"9694","Europa","False","TRAPPIST-1e",41,"False",1,2852,0,67,59,"C",71,"P","2068_03",NA,"Ingent"
"9695","Europa","False","55 Cancri e",32,"False",0,5950,462,4257,71,"C",71,"P","2068_04",NA,"Disheract"
"9696","Europa","False","TRAPPIST-1e",27,"False",0,5931,0,110,1125,"C",71,"P","2068_05",NA,"Ingent"
"9697","Earth","False","TRAPPIST-1e",31,"False",767,0,8,3,0,"F",399,"S","2069_01",NA,"Willangsey"
"9698","Earth","False","TRAPPIST-1e",20,"False",152.249945567728,0,0,449,86,"E",152,"S","2072_01",NA,"Brooke"
"9699","Earth","False","TRAPPIST-1e",19,"False",0,0,82,590,0,"F",400,"S","2072_02",NA,"Brooke"
"9700","Mars","True","TRAPPIST-1e",55,"False",0,0,0,0,0,"F",403,"S","2076_01",NA,"Hast"
"9701","Earth","False","TRAPPIST-1e",35,"False",97.1381731096604,0,43,1,880,"F",404,"S","2077_01",NA,"Castron"
"9702","Mars","True","TRAPPIST-1e",70,"False",0,0,0,0,0,"F",405,"S","2078_01",NA,"Biane"
"9703","Earth","False","55 Cancri e",22,"False",240,1974,0,0,152,"G",330,"S","2079_01",NA,"Pierry"
"9704","Earth","False","TRAPPIST-1e",46,"False",258,57,0,0,654,"F",406,"S","2079_02",NA,"Pierry"
"9705","Earth","False","TRAPPIST-1e",16,"False",32,9,0,0,1408,"F",406,"S","2079_03",NA,"Pierry"
"9706","Earth","False","TRAPPIST-1e",14,"False",425,0,295,0,50,"G",336,"P","2093_01",NA,"Meadoney"
"9707","Earth","False","TRAPPIST-1e",13,"False",51,0,0,612.337452450149,0,"G",332,"S","2098_01",NA,"Monroellynn"
"9708","Earth","True","55 Cancri e",44,"False",0,0,0,0,0,"G",337,"P","2101_01",NA,"Carley"
"9709","Earth","False","TRAPPIST-1e",15,"False",0,939,10,0,0,"F",416,"P","2101_02",NA,"Carley"
"9710","Earth","False","TRAPPIST-1e",32,"False",0,126,692,0,1055,"G",333,"S","2103_01",NA,"Yatters"
"9711","Europa","False","55 Cancri e",26,"False",399,5722,0,39,3155,"C",73,"P","2108_01",NA,"Goortedant"
"9712","Europa","False","TRAPPIST-1e",42,"False",0,1311,0,63,954,"C",73,"P","2108_02",NA,"Goortedant"
"9713","Earth","True","TRAPPIST-1e",44,"False",0,0,0,0,0,"G",337,"S","2109_01",NA,"Hestes"
"9714","Earth","True","TRAPPIST-1e",15,"False",0,0,0,0,0,"G",786.877455516944,"S","2113_01",NA,"Rothewson"
"9715","Earth","False","TRAPPIST-1e",35,"False",344,530,0,1,9,"G",340,"S","2119_01",NA,"Masquez"
"9716","Earth","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"G",340,"S","2119_02",NA,"Masquez"
"9717","Earth","False","PSO J318.5-22",24,"False",0,618,243.411320608063,107.544137787594,0,"E",154,"S","2122_01",NA,"Wolfaddox"
"9718","Earth","True","PSO J318.5-22",19,"False",0,0,0,0,0,"G",342,"S","2132_01",NA,"Wartyson"
"9719","Europa","False","TRAPPIST-1e",37,"False",210,4618,0,17,492,"B",62,"P","2146_01",NA,"Persoffly"
"9720","Europa","True","55 Cancri e",31,"False",0,0,0,0,0,"B",62,"P","2146_02",NA,"Persoffly"
"9721","Earth","True","TRAPPIST-1e",39,"False",0,0,0,0,0,"G",346,"S","2151_01",NA,"Ballocks"
"9722","Earth","False","TRAPPIST-1e",35,"False",0,445,451,3,0,"F",427,"P","2155_01",NA,"Ryanga"
"9723","Earth","False","TRAPPIST-1e",26,"False",0,0,0,0,872,"F",422,"S","2157_01",NA,"Daughessey"
"9724","Mars","False","TRAPPIST-1e",26,"False",1775,0,28,0,796,"F",828.161635936922,"S","2160_01",NA,"Anate"
"9725","Mars","True","55 Cancri e",0,"False",0,0,0,0,0,"F",428,"P","2160_02",NA,"Anate"
"9726","Mars","True","TRAPPIST-1e",8,"False",0,0.00246913578064891,0,0,0,"F",428,"P","2160_03",NA,"Anate"
"9727","Earth","False","TRAPPIST-1e",44,"False",0,74,903.755982584627,0,0,"F",426,"S","2165_01",NA,"Casez"
"9728","Earth","False","TRAPPIST-1e",20,"False",152,770,0,0,26,"F",430,"P","2166_01",NA,"Braymon"
"9729","Earth","False","TRAPPIST-1e",56,"False",0,0,0,147,872,"G",350,"P","2169_01",NA,"Gaineyerson"
"9730","Earth","False","TRAPPIST-1e",31,"False",0,46,29,84,617,"F",432,"P","2170_01",NA,"Josey"
"9731","Earth","False","55 Cancri e",16,"False",0,1,0,19,878,"F",434,"P","2174_01",NA,"Castannison"
"9732","Earth","True","PSO J318.5-22",29,"False",0,0,0,0,0,"G",353,"P","2176_01",NA,"Dotsonton"
"9733","Earth","False","TRAPPIST-1e",22,"False",11,399,79,0,297,"G",349,"S","2178_01",NA,"Dotsonton"
"9734","Earth","False","TRAPPIST-1e",39,"False",0,89.8904203266857,0,593,21,"F",436,"P","2181_01",NA,"Buckentry"
"9735","Europa","True","55 Cancri e",25,"False",0,0,0,0,0,"C",81,"S","2184_01",NA,NA
"9736","Europa","True","TRAPPIST-1e",43,"False",0,0,0,0,0,"C",81,"S","2184_02",NA,"Coilling"
"9737","Europa","True","55 Cancri e",37,"False",0,0,0,0,0,"C",82,"S","2185_01",NA,"Catimod"
"9738","Earth","False","PSO J318.5-22",24,"False",286,31,208,207,39,"G",351,"S","2192_01",NA,"Estein"
"9739","Earth","False","55 Cancri e",53,"False",13,522,0,137,1,"G",353,"S","2197_01",NA,"Hermanapp"
"9740","Earth","False","55 Cancri e",19,"False",0,5,573,124,0,"F",1155.44647722072,"P","2199_01",NA,"Mandez"
"9741","Mars","False","TRAPPIST-1e",24,"False",693,0,727,0,2,"F",444,"P","2208_01",NA,"Babre"
"9742","Mars","False","TRAPPIST-1e",31,"False",1423,0,686,0,0,"E",131,"P","2213_01",NA,"Panad"
"9743","Earth","False","TRAPPIST-1e",27,"False",0,674,0,951,0,"E",132,"P","2214_01",NA,"Marson"
"9744","Earth","False","PSO J318.5-22",57,"False",0,545,0,0,0,"F",446,"P","2216_01",NA,"Guezaley"
"9745","Europa","False","TRAPPIST-1e",26,"False",132,2576,0,2060,3,"T",1,"S","2217_01",NA,"Brantcable"
"9746","Earth","False","TRAPPIST-1e",15,"False",167,0,532,0,89,"E",133,"P","2218_01",NA,"Ryanga"
"9747","Mars","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"F",447,"P","2222_01",NA,"Burie"
"9748","Earth","False","PSO J318.5-22",27,"False",142,0,99,232,0,"G",357,"P","2226_01",NA,"Owerson"
"9749","Mars","True","TRAPPIST-1e",23,"False",0,0,0,0,0,"F",436,"S","2227_01",NA,"Chen"
"9750","Earth","True","TRAPPIST-1e",6,"False",0,0,0,0,0.0624606299158268,"G",358,"P","2230_01",NA,"Greenez"
"9751","Earth","False","TRAPPIST-1e",15,"False",0,465,494,0,18,"E",160,"S","2236_01",NA,"Dicksons"
"9752","Earth","True","55 Cancri e",2,"False",0,0,0,0,0,"G",360,"P","2240_01",NA,"Fultz"
"9753","Earth","False","TRAPPIST-1e",21,"False",12,555,0,0,882,"F",450,"P","2240_02",NA,"Fultz"
"9754","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",360,"P","2240_03",NA,"Fultz"
"9755","Earth","True","55 Cancri e",18,"False",0,0,0,0,0,"G",361,"P","2242_01",NA,"Potters"
"9756","Earth","False","TRAPPIST-1e",46,"False",0,0,969,1,0,"F",440,"S","2244_01",NA,"Burnerez"
"9757","Europa","True","55 Cancri e",43,"False",0,0,0,0,0,"A",17,"P","2245_01",NA,"Hyling"
"9758","Europa","True","TRAPPIST-1e",45,"True",0,0,0,0,0,"A",17,"P","2245_02",NA,"Hyling"
"9759","Europa","False","55 Cancri e",40,"False",224,5672,101.070693080228,663,779,"C",74,"P","2246_01",NA,"Pippoppere"
"9760","Europa","False","TRAPPIST-1e",44,"False",0,18,0,980,2601,"C",74,"P","2246_02",NA,"Pippoppere"
"9761","Earth","False","55 Cancri e",27,"False",0,3,0,0,1917,"F",452,"P","2247_01",NA,"Schwardson"
"9762","Earth","False","TRAPPIST-1e",55,"False",48,0,127,929,131,"F",453,"P","2248_01",NA,"Moraleney"
"9763","Earth","False","TRAPPIST-1e",24,"False",0,1606,0,0,2,"E",135,"P","2249_01",NA,"Hopperett"
"9764","Earth","False","TRAPPIST-1e",27,"False",76,0,1,27,865,"F",454,"P","2250_01",NA,"Powery"
"9765","Europa","False","55 Cancri e",33,"False",0,2333,0,106,896,"C",77,"P","2259_01",NA,"Tabloory"
"9766","Europa","True","55 Cancri e",35,"False",0,-1.28551391753717e-11,0,0,0,"C",77,"P","2259_02",NA,"Tabloory"
"9767","Europa","True","TRAPPIST-1e",33,"False",0,2.78837837836199,0,0,0,"D",67,"P","2260_01",NA,"Clumsty"
"9768","Earth","False","TRAPPIST-1e",34,"False",0,203.244063584634,0,529,0,"F",443,"S","2265_01",NA,"Brownings"
"9769","Europa","False","55 Cancri e",37,"False",567,32,0,1273,11632,"C",78,"P","2271_01",NA,"Cattyried"
"9770","Earth","True","TRAPPIST-1e",46,"False",0,0,0,0,0,"G",361,"S","2276_01",NA,"Sosanturney"
"9771","Earth","False","TRAPPIST-1e",45,"False",1259,210,0,0,1,"F",444,"S","2276_02",NA,"Sosanturney"
"9772","Earth","False","TRAPPIST-1e",14,"False",0,25,116,897,2,"F",462,"P","2283_01",NA,"Lambucketty"
"9773","Earth","False","PSO J318.5-22",31.9060438005547,"False",0,20,36,0,788,"G",363,"S","2285_01",NA,"Workmans"
"9774","Earth","False","TRAPPIST-1e",56,"False",0,6,0,406,355,"G",368,"P","2286_01",NA,"Chroeders"
"9775","Earth","True","PSO J318.5-22",24,"False",0,0,0,0,0,"G",364,"S","2290_01",NA,"Cardners"
"9776","Earth","True","PSO J318.5-22",19,"False",0,0,0,0,0,"G",366,"S","2292_01",NA,"Shephendery"
