"","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Cabin1","Cabin2","Cabin3","PassengerId","Transported","Name"
"890","Earth","True","55 Cancri e",17,"False",0.17610127826798,0,0,0,0,"G",145,"S","0955_01","False","Smalloney"
"891","Earth","False","TRAPPIST-1e",28,"False",0,631,0,5,0,"E",70,"S","0956_01","True","Bartez"
"892","Mars","True","TRAPPIST-1e",41,"False",0,0,0,0,0,"F",201,"P","0957_01","True","Hapie"
"893","Earth","False","TRAPPIST-1e",19,"False",3,0,78.2765570836345,0,788,"E",72,"S","0960_01","False","Youngrayes"
"894","Earth","False","55 Cancri e",14,"False",0,885,8,0,0,"G",141,"P","0961_01","True","Lewinez"
"895","Europa","True","TRAPPIST-1e",21,"False",0,0,0,0,-5.51608536625281e-12,"B",36,"P","0964_01","True","Platch"
"896","Europa","True","TRAPPIST-1e",48,"False",0,0,0,0,0,"B",36,"P","0964_02","True","Platch"
"897","Mars","False","TRAPPIST-1e",19,"False",631,0,834,304,0,"F",178,"S","0965_01","False","Depie"
"898","Earth","False","TRAPPIST-1e",29,"False",1377,0,0,167,0,"F",179,"S","0966_01","False","Fulloydez"
"899","Earth","False","TRAPPIST-1e",20,"False",792,0,0,0,0,"E",53,"P","0968_01","False","Figuez"
"900","Mars","True","TRAPPIST-1e",44,"False",0,0,0,0,0,"F",202,"P","0969_01","True","Emone"
"901","Earth","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"G",142,"P","0970_01","True","Blace"
"902","Earth","True","TRAPPIST-1e",64,"False",0,0,0,0,0,"G",143,"P","0971_01","False",NA
"903","Earth","False","TRAPPIST-1e",21,"False",0,314,323,1026,6,"E",54,"P","0972_01","False","Humphreyes"
"904","Earth","False","55 Cancri e",32,"False",58,317,448,3,0,"E",56,"P","0975_01","True","Hoppernardy"
"905","Earth","True","TRAPPIST-1e",20,"False",0,0,0,0,0,"G",146,"S","0976_01","False","Sweeton"
"906","Earth","False","TRAPPIST-1e",24,"False",696.354939967883,32,8,0,0,"F",203,"P","0978_01","False","Coxterez"
"907","Europa","False","TRAPPIST-1e",44,"False",0,0,0,0,0,"B",40,"S","0979_01","True","Fushausive"
"908","Earth","True","PSO J318.5-22",57,"False",0,0,0,0,0,"G",145,"P","0982_01","True","Hewson"
"909","Earth","False","TRAPPIST-1e",51,"False",434.150632091105,306.278178084925,4,0,0,"G",145,"P","0982_02","False","Hewson"
"910","Earth","True","55 Cancri e",34,"False",0,0,0,0,0,"G",149,"S","0983_01","True","Wiggs"
"911","Earth","False","TRAPPIST-1e",45,"False",0,1,13,0,873,"G",150,"S","0984_01","False","Woodwin"
"912","Earth","False","TRAPPIST-1e",24,"False",0,0,718,0,0,"F",182,"S","0984_02","False",NA
"913","Earth","False","TRAPPIST-1e",23,"False",0,0,490,0,319,"G",150,"S","0984_03","False","Sweekstarks"
"914","Earth","True","TRAPPIST-1e",30,"False",0,0,0,0,0,"G",150,"S","0984_04","True","Sweekstarks"
"915","Earth","False","55 Cancri e",20,"False",0,11,0,136,1088,"F",182,"S","0984_05","False","Sweekstarks"
"916","Earth","True","TRAPPIST-1e",22,"False",0,0,0,0,0,"G",150,"S","0984_06","True","Sweekstarks"
"917","Earth","True","PSO J318.5-22",26.8759089441074,"False",0,0,0,0,0,"G",150,"S","0984_07","False","Flemaney"
"918","Earth","True","TRAPPIST-1e",71,"False",0,0,0,0,0,"G",150,"S","0984_08","True","Flemaney"
"919","Earth","False","55 Cancri e",18,"False",6,0,95.2243154060709,12,704,"E",57,"P","0985_01","True","Reyerson"
"920","Earth","False","TRAPPIST-1e",16,"False",3,0,35,150,478,"F",204,"P","0987_01","False","Norrison"
"921","Earth","False","TRAPPIST-1e",28,"False",0,3,906,0,0,"G",151,"S","0988_01","False","Bartez"
"922","Earth","False","TRAPPIST-1e",36,"False",1,784,0,55,149,"E",73,"S","0988_02","True","Bartez"
"923","Earth","False","TRAPPIST-1e",6,"False",0,0,0,0,0,"G",146,"P","0989_01","False","Moranthons"
"924","Earth","False","PSO J318.5-22",26,"False",0,541,46,4,96,"F",183,"S","0990_01","False","Cochrisons"
"925","Earth","True","TRAPPIST-1e",27,"False",0,0,0,0,0,"G",152,"S","0991_01","False","Acobsond"
"926","Europa","False","TRAPPIST-1e",49,"False",31,2727,0,184,135,"D",35,"S","0992_01","True","Kiling"
"927","Europa","False","TRAPPIST-1e",29,"False",387,942,0,9927,1341,"D",35,"S","0992_02","False","Kiling"
"928","Europa","False","55 Cancri e",46,"False",1192,1736,17,21,0,"D",35,"S","0992_03","True","Herpumble"
"929","Europa","False","55 Cancri e",35,"True",8030,300,0,0,1436,"C",201.611386579578,"P","0992_04","False","Herpumble"
"930","Europa","True","55 Cancri e",17,"False",0,0,0,0,0,"D",35,"S","0992_05","True","Kiling"
"931","Europa","False","55 Cancri e",37,"False",4301,791,0,1748,91,"D",35,"S","0992_06","False","Kiling"
"932","Earth","False","55 Cancri e",24,"False",252,0,0,449,0,"F",184,"S","0993_01","False","Miltongson"
"933","Earth","True","TRAPPIST-1e",47,"False",0,0,0,0,0,"G",153,"S","0994_01","False","Wartyson"
"934","Earth","False","TRAPPIST-1e",26,"False",621,1,98,11,135,"F",185,"S","0994_02","False","Wartyson"
"935","Europa","True","55 Cancri e",46,"False",0,0,0,0,0,"C",36,"P","0995_01","True","Barmant"
"936","Mars","False","TRAPPIST-1e",27,"False",253,0,880,22,2,"F",186,"S","0997_01","False","Shpie"
"937","Europa","False","TRAPPIST-1e",56,"False",0,7447,0,253,35,"C",37,"P","0998_01","True","Suptibler"
"938","Mars","False","55 Cancri e",18,"False",885,0,32,0,0,"D",39,"P","1000_01","False","Harte"
"939","Earth","True","TRAPPIST-1e",15,"False",0,0,0,0,0,"G",154,"S","1001_01","False","Llonovancis"
"940","Mars","False","55 Cancri e",3,"False",0,0,0,0,0,"F",187,"S","1002_01","True","Leste"
"941","Mars","False","TRAPPIST-1e",42,"False",1050,0,715,0,3,"F",187,"S","1002_02","False","Leste"
"942","Mars","True","TRAPPIST-1e",1,"False",0,0,0,0,0,"F",187,"S","1002_03","True","Leste"
"943","Europa","True","55 Cancri e",56,"False",0,0,0,0,0,"A",11,"S","1004_01","True","Wassird"
"944","Earth","False","TRAPPIST-1e",20,"False",0,0,4,9,773,"G",156,"S","1005_01","False","Juartis"
"945","Earth","False","TRAPPIST-1e",21,"False",0,0,0,0,791,"E",74,"S","1006_01","False","Summington"
"946","Earth","True","TRAPPIST-1e",5,"False",0,0,0,0,0,"E",74,"S","1006_02","True","Summington"
"947","Earth","False","TRAPPIST-1e",12,"False",0,0,0,0,0,"G",834.327650228731,"P","1006_03","True","Summington"
"948","Europa","True","55 Cancri e",39,"False",0,0,0,0,0,"C",39,"S","1008_01","True","Spistory"
"949","Europa","True","TRAPPIST-1e",60,"False",0,0,0,0,0,"C",39,"S","1008_02","True","Spistory"
"950","Earth","False","TRAPPIST-1e",31,"False",1633,4,49,6,0,"F",1066.23023734105,"P","1011_01","False","Prinson"
"951","Earth","True","TRAPPIST-1e",58,"False",0,0,0,0,0,"G",148,"P","1011_02","False","Prinson"
"952","Earth","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"G",149,"P","1012_01","True","Hubbarton"
"953","Earth","True","TRAPPIST-1e",29,"False",0,0,0,0,0,"G",158,"S","1013_01","False","Farleyatton"
"954","Mars","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"F",207,"P","1014_01","True","Frasp"
"955","Earth","False","TRAPPIST-1e",44,"False",0,131,267,554,0,"F",189,"S","1015_01","False","Antoshipson"
"956","Earth","False","TRAPPIST-1e",20,"False",0,15,122,1125,0,"F",190,"S","1017_01","False","Blanglison"
"957","Earth","True","TRAPPIST-1e",18,"False",0,0,0,0,0,"G",150,"P","1018_01","True","Webstephrey"
"958","Earth","False","TRAPPIST-1e",36,"False",1,1410,0,1,0,"F",191,"S","1019_01","True","Wilderssen"
"959","Mars","True","TRAPPIST-1e",25,"False",0,0,0,0,0,"F",208,"P","1020_01","True","Wala"
"960","Earth","False","TRAPPIST-1e",15,"False",48,6,0,954,0,"F",854.549997993525,"S","1022_01","False","Blanglison"
"961","Earth","False","55 Cancri e",18,"False",187,12,0,1277,0,"F",209,"P","1024_01","False","Chavezalez"
"962","Earth","True","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",152,"P","1024_02","True","Nichaner"
"963","Earth","False","55 Cancri e",54,"False",0,5,0,594,209,"G",152,"P","1024_03","False","Chavezalez"
"964","Earth","False","55 Cancri e",0,"False",0,0,0,0,0,"G",152,"P","1024_04","False","Chavezalez"
"965","Earth","False","TRAPPIST-1e",20,"False",759,0,106,202,0,"F",210,"P","1025_01","False","Harverez"
"966","Earth","True","TRAPPIST-1e",21,"False",0.298486723011891,0,0,0,0,"G",159,"S","1026_01","False","Leetersoney"
"967","Mars","False","TRAPPIST-1e",8,"False",0,0,0,0,0,"F",211,"P","1027_01","True","Dal"
"968","Mars","False","TRAPPIST-1e",46,"False",1454,0,81,38,0,"F",211,"P","1027_02","False","Dal"
"969","Mars","False","TRAPPIST-1e",31,"False",231,0,801.297489924588,279,9,"F",211,"P","1027_03","False","Dal"
"970","Mars","False","55 Cancri e",3,"False",0,0,0,0,0,"F",211,"P","1027_04","True","Dal"
"971","Mars","True","TRAPPIST-1e",30,"False",0,0,0,0,0,"F",212,"P","1029_01","True","Racke"
"972","Earth","False","TRAPPIST-1e",23,"False",1081,0,0,0,7,"F",213,"P","1030_01","False","Farleyatton"
"973","Earth","False","TRAPPIST-1e",14,"False",756,84,0,8,99,"F",194,"S","1031_01","False","Leonzaley"
"974","Earth","True","PSO J318.5-22",25,"False",0,0,0,0,0,"G",153,"P","1032_01","False","Garzaley"
"975","Earth","True","TRAPPIST-1e",61,"False",0,0,0,0,0,"G",154,"P","1033_01","True","Gonzaley"
"976","Earth","False","TRAPPIST-1e",31,"False",0,0,0,675,213,"G",155,"P","1034_01","False","Cleman"
"977","Mars","False","55 Cancri e",13,"False",4,0,1973,0,39,"F",214,"P","1035_01","True","Bra"
"978","Earth","True","PSO J318.5-22",24,"False",0,-2.50719267569366e-11,0,0,0,"G",161,"S","1036_01","True","Georgasey"
"979","Earth","False","TRAPPIST-1e",47,"False",0,306,84,499,0,"G",163,"S","1038_01","False","Knoxonway"
"980","Earth","False","PSO J318.5-22",15,"False",521,162,62,5,0,"G",164,"S","1040_01","True","Mcbritts"
"981","Europa","True","TRAPPIST-1e",46,"False",0,0,0,0,0,"B",141.312170446879,"S","1041_01","True","Heedry"
"982","Earth","False","TRAPPIST-1e",49,"False",0,0,1526,960,0,"F",215,"P","1043_01","False","Talls"
"983","Europa","False","TRAPPIST-1e",37,"False",0,0,0,0,0,"C",38,"P","1045_01","False","Unteckery"
"984","Europa","False","TRAPPIST-1e",44,"False",0,2349,7,815,10896,"C",38,"P","1045_02","False","Unteckery"
"985","Earth","False","TRAPPIST-1e",16,"False",507,0,0,0,208.257669761318,"F",196,"S","1046_01","False","Beachez"
"986","Earth","True","TRAPPIST-1e",58,"False",0,0,0,0,0,"G",156,"P","1047_01","True",NA
"987","Earth","False","TRAPPIST-1e",20,"False",0,537,612,3,0,"F",216,"P","1048_01","True","Mcdon"
"988","Mars","True","55 Cancri e",36,"False",0,0,0,0,0,"F",217,"P","1049_01","True","Prie"
"989","Mars","True","TRAPPIST-1e",31,"False",0,0,0,0,0,"F",217,"P","1049_02","True","Prie"
"990","Earth","False","TRAPPIST-1e",21,"False",2,447,81,74,85.687874708496,"F",197,"S","1051_01","False","Warrison"
"991","Earth","False","55 Cancri e",22,"False",742.884972063238,0,21,0,0,"F",198,"S","1052_01","False","Gallard"
"992","Earth","False","PSO J318.5-22",27,"False",182,0,0,0,376,"F",199,"S","1053_01","False","Colleruces"
"993","Earth","False","TRAPPIST-1e",58,"False",0,0,828,0,96,"F",200,"S","1054_01","True","Valexandez"
"994","Mars","True","TRAPPIST-1e",38,"False",0,0,0,0,0,"F",218,"P","1056_01","True","Ble"
"995","Mars","True","55 Cancri e",30,"False",0,0,0,0,0,"F",218,"P","1056_02","True","Ble"
"996","Europa","True","55 Cancri e",20,"False",0,0,0,0,0,"C",39,"P","1057_01","True","Braned"
"997","Earth","False","TRAPPIST-1e",19,"False",0,0,27,53,677,"F",201,"S","1058_01","False","Ingston"
"998","Earth","False","TRAPPIST-1e",57,"False",117.559901916918,20,157,21,689,"G",166,"S","1060_01","False","Clayson"
"999","Earth","False","TRAPPIST-1e",26,"False",0,773,48,0,149,"F",219,"P","1062_01","False","Wolffy"
"1000","Europa","False","TRAPPIST-1e",38,"False",0,3262,0,295,1374,"B",38,"P","1063_01","True","Ingwhed"
"1001","Europa","True","TRAPPIST-1e",15,"False",0,-1.35679556478863e-11,0,0,0,"B",38,"P","1063_02","True","Ingwhed"
"1002","Mars","True","TRAPPIST-1e",27.6314700016371,"False",0,0,0,0,0,"F",202,"S","1065_01","True","Jaf"
"1003","Mars","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"F",220,"P","1066_01","True","Staf"
"1004","Earth","True","PSO J318.5-22",38,"False",0,0,0,0,0,"G",167,"S","1068_01","False","Pughanders"
"1005","Europa","False","TRAPPIST-1e",35,"False",415,1328,0,14,60,"T",0,"P","1071_01","False","Dingauge"
"1006","Europa","True","TRAPPIST-1e",14,"False",0,0,0,0,0,"B",41,"S","1075_01","True","Objeciane"
"1007","Europa","True","TRAPPIST-1e",27,"False",0,0,0,0,0,"B",41,"S","1075_02","True","Objeciane"
"1008","Earth","True","TRAPPIST-1e",25,"False",0,0,0,0,0,"G",161,"P","1076_01","False","Scheron"
"1009","Earth","False","TRAPPIST-1e",37,"False",0,113,0,283,455,"G",162,"P","1077_01","False","Bardinard"
"1010","Earth","False","55 Cancri e",25,"False",79,709,0,0,0,"E",60,"P","1078_01","False","Ewins"
"1011","Earth","False","55 Cancri e",41,"False",638,0,133,0,195.574369527269,"G",163,"P","1079_01","False","Traverdy"
"1012","Mars","False","TRAPPIST-1e",50,"False",202,192.760044642234,1108,0,0,"F",204,"S","1080_01","False","Parte"
"1013","Mars","False","TRAPPIST-1e",33,"False",694,0,60,564,0,"F",205,"S","1082_01","False","Traie"
"1014","Mars","True","TRAPPIST-1e",27,"False",0,0,0,0,0,"F",206,"S","1083_01","True","Sfin"
"1015","Mars","True","TRAPPIST-1e",23,"False",0,0,0,0,0,"F",206,"S","1083_02","True","Sfin"
"1016","Mars","False","TRAPPIST-1e",18,"False",556,0,0,852,6,"F",206,"S","1083_03","True","Sfin"
"1017","Earth","False","TRAPPIST-1e",31,"False",0,1,0,16,843,"F",207,"S","1084_01","False","Holcompson"
"1018","Earth","True","TRAPPIST-1e",54,"False",0,0,0,0,0,"G",165,"P","1085_01","False","Wagnerray"
"1019","Earth","True","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",166,"P","1086_01","True","Carpennels"
"1020","Earth","False","TRAPPIST-1e",11,"False",0,0,0,0,17.5889518421302,"G",166,"P","1086_02","False","Willangsey"
"1021","Earth","True","TRAPPIST-1e",4,"False",0,0,0,0,0,"G",166,"P","1086_03","False","Willangsey"
"1022","Earth","False","TRAPPIST-1e",19,"False",0,0,0,641,0,"E",61,"P","1086_04","True","Willangsey"
"1023","Earth","False","TRAPPIST-1e",7,"False",0,0,0,0,0,"G",166,"P","1086_05","True","Willangsey"
"1024","Earth","True","PSO J318.5-22",20,"False",0,0,0,0,0,"G",169,"S","1088_01","False","Pottney"
"1025","Europa","True","55 Cancri e",33,"False",0,0,0,0,0,"D",41,"P","1089_01","True","Pronfraked"
"1026","Europa","False","TRAPPIST-1e",26,"False",0,565,1,677,794,"D",41,"P","1089_02","False","Pronfraked"
"1027","Mars","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"F",223,"P","1091_01","True","Miste"
"1028","Mars","False","TRAPPIST-1e",23,"False",1862,59,18,192,0,"D",42,"P","1093_01","True","Winie"
"1029","Earth","False","TRAPPIST-1e",60,"False",437,2,0,0,365,"F",224,"P","1094_01","False","Webstenson"
"1030","Europa","True","TRAPPIST-1e",34,"False",0,0,0,0,0,"B",156.851039154399,"S","1095_01","True","Drelcate"
"1031","Earth","False","TRAPPIST-1e",28.024069734985,"False",233,0,0,0,488,"G",170,"S","1096_01","False","Simson"
"1032","Mars","True","TRAPPIST-1e",42,"False",0,0,0,0,0,"E",76,"S","1097_01","True","Weeke"
"1033","Earth","False","PSO J318.5-22",22,"False",0,78,642,0,0,"F",225,"P","1099_01","False","Mcneiley"
"1034","Mars","False","TRAPPIST-1e",18,"False",490,355,298,245,0,"F",226,"P","1100_01","False","Cuche"
"1035","Mars","False","TRAPPIST-1e",5,"False",41.9405900049676,0,0,0,0,"F",226,"P","1100_02","True","Cuche"
"1036","Mars","False","TRAPPIST-1e",18,"False",787,0,106,1710,0,"F",226,"P","1100_03","False","Cuche"
"1037","Mars","False","TRAPPIST-1e",29,"False",528,271,99,0,130,"E",62,"P","1100_04","False","Frité"
"1038","Mars","False","PSO J318.5-22",39,"False",173,0,660,1,781,"F",227,"P","1102_01","False","Dan"
"1039","Earth","False","TRAPPIST-1e",17,"False",82,0,263,16,515,"F",208,"S","1105_01","False","Willangsey"
"1040","Mars","False","TRAPPIST-1e",58,"False",55,0,756,246,100,"F",211,"S","1108_01","False","Seen"
"1041","Mars","True","TRAPPIST-1e",5,"False",0,0,0,0,0,"F",211,"S","1108_02","True",NA
"1042","Europa","False","TRAPPIST-1e",23,"False",0,24,0,55,7516,"C",42,"S","1110_01","False","Ennalve"
"1043","Europa","False","55 Cancri e",26,"False",8,6138,0,3,754,"C",42,"S","1110_02","True","Ennalve"
"1044","Europa","False","55 Cancri e",40,"False",0,4076,6124,58,100,"B",39,"P","1112_01","True","Opshaft"
"1045","Earth","False","TRAPPIST-1e",20,"False",0,0,0,0,719,"E",78,"S","1113_01","True","Fielsenders"
"1046","Mars","False","TRAPPIST-1e",38,"True",936,0,363,0,0,"E",79,"S","1114_01","False","Kidne"
"1047","Mars","False","TRAPPIST-1e",31,"False",0,0,0,0,0,"E",79,"S","1114_02","False","Kidne"
"1048","Earth","True","TRAPPIST-1e",34,"False",0,0,0,0,0,"G",173,"S","1115_01","True","Oneidson"
"1049","Earth","False","TRAPPIST-1e",9,"False",0,0,0,0,0,"G",174,"S","1116_01","True","Barnolaney"
"1050","Earth","False","TRAPPIST-1e",36,"False",0,3011,0,0,98,"F",1048.93283532424,"P","1116_02","True","Barnolaney"
"1051","Earth","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"G",174,"S","1116_03","True","Barnolaney"
"1052","Earth","False","TRAPPIST-1e",18,"False",855,0,51,0,0,"E",63,"P","1117_01","False","Andackson"
"1053","Earth","False","PSO J318.5-22",55,"False",98,46,0,743,0,"F",229,"P","1121_01","True","Burnerez"
"1054","Europa","False","TRAPPIST-1e",28,"False",0,402,0,135,9010,"B",40,"P","1123_01","False","Praded"
"1055","Europa","True","55 Cancri e",18,"False",0,0,0,0,0,"B",43,"S","1127_01","True","Dishocatal"
"1056","Earth","False","TRAPPIST-1e",28,"False",2,0,0,787,3,"E",80,"S","1129_01","False","Bellyonsley"
"1057","Mars","True","TRAPPIST-1e",23,"False",-1.4986767382652e-12,0,0,0,0,"E",81,"S","1130_01","False","Cako"
"1058","Mars","False","55 Cancri e",20,"False",732.159596681097,3,3505,199,17,"D",38,"S","1130_02","True","Cako"
"1059","Earth","True","TRAPPIST-1e",22,"False",0,0,0,0,0,"G",777.515125945861,"S","1132_01","False","Benney"
"1060","Mars","False","TRAPPIST-1e",27,"False",0,0,0,0,0,"E",64,"P","1133_01","True","Lake"
"1061","Europa","True","55 Cancri e",13,"False",0,0,0,0,0,"B",193.197678405441,"S","1134_01","True","Sobvisted"
"1062","Earth","False","TRAPPIST-1e",32,"False",0,1755,0,0,67,"G",175,"S","1136_01","True","Bowenasey"
"1063","Europa","False","TRAPPIST-1e",53,"False",0,143,1632,3,756,"B",46,"S","1140_01","True","Sofraten"
"1064","Europa","True","TRAPPIST-1e",34,"False",0,0,0,0,0,"B",46,"S","1140_02","True","Sofraten"
"1065","Europa","True","55 Cancri e",42,"False",0,0,0,0,0,"B",46,"S","1140_03","True","Sofraten"
"1066","Earth","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"G",176,"S","1141_01","True","Simstravery"
"1067","Earth","False","TRAPPIST-1e",54,"False",0,0,0,0,908,"G",173,"P","1142_01","True","Pugherman"
"1068","Earth","False","TRAPPIST-1e",12,"False",0,0,0,0,0,"G",177,"S","1144_01","True","Barnolderg"
"1069","Earth","False","TRAPPIST-1e",35,"False",482,0,884,0,30,"F",217,"S","1144_02","False","Barnolderg"
"1070","Earth","False","TRAPPIST-1e",55,"False",412,97,3,0,177.428451564989,"G",177,"S","1144_03","False","Barnolderg"
"1071","Earth","False","55 Cancri e",26,"False",620,0,187,0,1304,"F",232,"P","1146_01","False","Roses"
"1072","Europa","True","TRAPPIST-1e",49,"False",0,0,0,0,0,"B",42,"P","1147_01","True","Semageary"
"1073","Europa","True","55 Cancri e",22,"False",0,-1.1946781341976e-11,0,0,0,"C",42,"P","1148_01","True","Clugete"
"1074","Europa","False","55 Cancri e",37.6884300976801,"False",0,122,2138,7368,1213,"C",42,"P","1148_02","False","Clugete"
"1075","Europa","False","TRAPPIST-1e",30,"False",0,5225,0,8,1933,"C",42,"P","1148_03","False","Clugete"
"1076","Europa","False","55 Cancri e",39,"False",0,5212,2,118,61,"C",141.253770924346,"P","1148_04","True","Clugete"
"1077","Europa","True","55 Cancri e",14,"False",0,0,0,0,0,"C",42,"P","1148_05","True","Clugete"
"1078","Europa","True","TRAPPIST-1e",29,"False",0,0,-5.15370857101516e-12,0,0,"C",42,"P","1148_06","True","Clugete"
"1079","Europa","False","55 Cancri e",34,"False",2386,841,76,26,1693,"C",42,"P","1148_07","False","Clugete"
"1080","Earth","False","55 Cancri e",8,"False",0,0,0,0,0,"G",178,"S","1149_01","True","Logannon"
"1081","Earth","False","TRAPPIST-1e",7,"False",0,0,0,0,0,"G",178,"S","1149_02","False","Quinnerettt"
"1082","Earth","True","TRAPPIST-1e",3,"False",0,0,0,0,0,"G",178,"S","1149_03","False","Quinnerettt"
"1083","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",178,"S","1149_04","False","Vaught"
"1084","Earth","False","55 Cancri e",10,"False",0,0,0,0,0,"G",178,"S","1149_05","False","Quinnerettt"
"1085","Earth","True","55 Cancri e",16,"False",0.176101278267991,0,0,0,0,"G",179,"S","1150_01","False","Brookes"
"1086","Mars","False","TRAPPIST-1e",41,"False",29,0,1095,0,4,"F",218,"S","1152_01","False","Coflé"
"1087","Earth","True","TRAPPIST-1e",18,"False",0,0,0,0,0,"G",174,"P","1153_01","True","Corman"
"1088","Europa","True","TRAPPIST-1e",25,"False",0,1255.34361918947,0,1210.49943048075,0,"B",43,"P","1154_01","True","Ingascomet"
"1089","Europa","True","TRAPPIST-1e",32,"False",0,0,0,0,0,"B",43,"P","1154_02","True","Ingascomet"
"1090","Europa","True","55 Cancri e",26,"False",0,0,0,0,0,"B",43,"P","1154_03","True","Ingascomet"
"1091","Earth","False","TRAPPIST-1e",26,"False",131,799,0,0,16,"F",233,"P","1155_01","False",NA
"1092","Earth","True","TRAPPIST-1e",18,"False",0,0,0,0,0,"G",175,"P","1155_02","True","Hessey"
"1093","Europa","False","TRAPPIST-1e",27,"False",0,2987,2,3072,67,"B",47,"S","1156_01","False","Motter"
"1094","Europa","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"B",47,"S","1156_02","True","Motter"
"1095","Europa","False","55 Cancri e",28,"False",0,11330,72,43,461,"B",48,"S","1161_01","True","Anderking"
"1096","Europa","False","55 Cancri e",19,"False",0,1291,0,16139,687,"B",48,"S","1161_02","False","Anderking"
"1097","Europa","False","TRAPPIST-1e",31,"False",0,1847,0,103,694,"C",45,"S","1162_01","True","Radisiouss"
"1098","Earth","False","55 Cancri e",35,"False",0,1328,5,0,7,"F",235,"P","1163_01","True",NA
"1099","Europa","False","55 Cancri e",46,"False",0,7201,0,32,2587,"B",44,"P","1165_01","False","Heermy"
"1100","Europa","False","TRAPPIST-1e",37,"False",636,333,0,205,67,"B",44,"P","1165_02","False","Heermy"
"1101","Europa","True","TRAPPIST-1e",29,"False",0,0,0,0,0,"B",44,"P","1165_03","True","Waring"
"1102","Europa","True","TRAPPIST-1e",17,"False",0,0,0,0,0,"B",44,"P","1165_04","True","Waring"
"1103","Europa","False","55 Cancri e",30,"False",0,3564,926,1,1920,"C",43,"P","1166_01","False","Shoeweely"
"1104","Mars","True","TRAPPIST-1e",28,"False",0,0,-4.10267375627882e-12,0,0,"F",236,"P","1167_01","True","Terry"
"1105","Earth","False","TRAPPIST-1e",16,"False",0,58,12,68,653,"E",69,"P","1168_01","False","Hughriend"
"1106","Mars","False","TRAPPIST-1e",40,"False",2357,0,9,0,0,"F",221,"S","1169_01","False","Sin"
"1107","Earth","False","TRAPPIST-1e",23,"False",0,0,279,0,512,"E",83,"S","1170_01","False","Mcneiley"
"1108","Earth","False","PSO J318.5-22",24,"False",96,592,12,0,0,"G",182,"S","1173_01","True","Gallandez"
"1109","Earth","True","TRAPPIST-1e",36,"False",0,0,-6.11237283010269e-12,0,0,"G",176,"P","1174_01","True","Lessonerry"
"1110","Mars","True","TRAPPIST-1e",34,"False",0,0,0,0,0,"F",223,"S","1175_01","True","Brin"
"1111","Europa","True","TRAPPIST-1e",59,"False",0,0,0,0,0,"C",44,"P","1177_01","True","Wasterivel"
"1112","Earth","False","TRAPPIST-1e",20,"False",0,0,600,0,0,"F",224,"S","1178_01","False","Summington"
"1113","Europa","True","TRAPPIST-1e",15,"False",0,0,0,0,0,"B",49,"S","1179_01","True","Dischod"
"1114","Earth","False","TRAPPIST-1e",19,"False",0,86.0881959337106,957,4,0,"F",225,"S","1180_01","False","Irwines"
"1115","Mars","True","55 Cancri e",64,"False",0,0,0,0,0,"F",237,"P","1182_01","True","Pota"
"1116","Mars","False","TRAPPIST-1e",24,"False",2997,0,3,0,7,"E",70,"P","1182_02","True","Pota"
"1117","Mars","False","TRAPPIST-1e",23,"False",60,1356,0,0,0,"F",237,"P","1182_03","True","Pota"
"1118","Mars","False","TRAPPIST-1e",30,"False",593.384314310278,0,0,679,0,"E",71,"P","1185_01","False","Nutty"
"1119","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",183,"S","1186_01","True","Browlerson"
"1120","Earth","False","TRAPPIST-1e",8,"False",0,0,0,0,0,"G",183,"S","1186_02","False","Browlerson"
"1121","Earth","True","TRAPPIST-1e",1,"False",0,0,0,0,0,"G",183,"S","1186_03","False","Browlerson"
"1122","Earth","False","TRAPPIST-1e",48,"False",0,33,654,0,113,"F",227,"S","1186_04","True","Browlerson"
"1123","Earth","False","TRAPPIST-1e",12,"False",0,0,0,0,0,"G",183,"S","1186_05","False","Browlerson"
"1124","Earth","False","TRAPPIST-1e",30,"False",0,575,180,4,44,"F",228,"S","1187_01","False","Matts"
"1125","Earth","False","TRAPPIST-1e",10,"False",0,0,0,0,0,"G",184,"S","1187_02","False","Matts"
"1126","Earth","False","TRAPPIST-1e",11,"False",0,0,0,0,0,"G",184,"S","1187_03","False","Matts"
"1127","Europa","False","TRAPPIST-1e",58,"False",204,4227,0,3026,61,"C",46,"P","1188_01","False","Sorticbar"
"1128","Earth","False","TRAPPIST-1e",52,"False",0,243,464,71,8,"E",72,"P","1190_01","True","Carpennels"
"1129","Earth","False","TRAPPIST-1e",36,"False",0,0,0,0,1583,"F",229,"S","1191_01","False","Santry"
